EmpNumber,Age,Gender,EducationBackground,MaritalStatus,EmpDepartment,EmpJobRole,BusinessTravelFrequency,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,PerformanceRating
E100496,27,1,3,0,1,3,0.0,9,3,4,57,3,1,2,6,0,18,4,6,1,1,2,2,2,2,0,3
E100499,28,1,3,1,1,3,1.0,21,3,3,42,3,1,4,1,0,11,3,5,2,1,5,2,0,2,0,3
E100501,57,1,1,0,1,3,1.0,24,2,3,83,4,3,4,3,1,16,2,12,2,1,5,3,1,4,0,3
E100502,27,1,3,0,1,18,0.0,3,3,3,79,2,1,3,1,1,15,4,1,2,2,1,1,0,1,0,3
E100504,50,0,1,2,1,18,1.0,11,3,3,53,3,5,2,3,0,15,2,21,3,3,5,4,4,4,0,3
E100505,41,1,1,0,1,3,1.0,14,3,1,56,3,1,3,4,0,12,1,13,2,3,9,8,1,8,0,3
E100506,30,0,1,1,5,13,1.0,5,3,2,41,3,3,4,2,0,12,3,12,2,3,10,9,7,4,0,2
E100508,38,0,1,2,5,13,1.0,1,4,1,59,2,2,4,4,0,22,3,12,2,4,8,3,0,7,0,4
E100509,32,1,1,2,1,3,1.0,6,5,3,43,3,1,3,3,0,20,1,8,2,3,5,4,1,4,0,4
E100511,27,1,5,1,1,18,1.0,17,3,3,51,3,1,2,0,1,16,4,6,3,2,5,2,1,1,0,3
E100513,19,0,5,2,5,14,2.0,1,1,3,100,1,1,1,0,0,21,1,1,3,4,0,0,0,0,1,4
E100516,36,1,3,2,1,18,2.0,3,2,4,30,3,1,2,4,0,12,3,13,3,2,8,7,7,2,0,3
E100517,30,1,3,0,1,3,0.0,9,3,3,66,3,2,1,1,0,11,3,12,4,3,12,9,6,10,0,3
E100518,45,0,1,0,5,13,1.0,4,2,3,30,3,2,1,4,1,11,1,9,3,4,5,4,0,3,0,3
E100519,56,0,1,0,1,3,1.0,8,3,3,67,3,1,1,4,1,18,3,19,3,3,2,2,2,2,0,3
E100520,33,1,1,2,1,3,1.0,2,3,3,90,3,1,4,0,0,14,1,4,2,4,3,1,0,2,0,3
E100521,19,1,1,2,1,3,1.0,2,3,2,47,2,1,4,1,0,22,3,1,3,2,1,0,1,0,1,4
E100522,46,0,2,0,5,13,1.0,1,2,2,92,3,3,1,1,0,25,3,24,2,3,5,13,1,7,0,2
E100523,38,0,1,2,1,18,1.0,9,2,3,75,3,1,4,1,0,12,3,2,3,3,2,2,2,1,0,3
E100525,34,0,3,2,1,3,1.0,27,2,4,95,3,1,2,2,0,15,4,9,3,3,3,2,1,2,0,3
E100526,41,0,2,2,5,14,1.0,20,2,2,70,3,1,2,1,1,22,4,4,3,2,4,3,0,2,1,3
E100527,50,1,3,1,1,3,1.0,1,3,3,86,2,1,3,2,0,15,4,5,2,2,3,2,0,2,0,3
E100528,53,0,3,0,1,18,1.0,13,2,4,57,4,2,1,1,0,11,3,5,3,3,4,2,1,3,0,3
E100530,33,0,3,1,1,3,1.0,14,3,4,72,3,1,2,1,0,13,4,8,3,3,8,7,1,6,0,3
E100531,40,0,3,1,1,3,1.0,4,1,4,46,3,5,3,1,0,14,2,21,2,3,20,8,1,9,0,3
E100534,34,1,1,1,1,18,2.0,2,1,4,45,2,2,3,1,0,17,3,10,2,2,10,9,1,9,0,3
E100536,51,0,3,2,1,3,1.0,3,3,4,98,3,4,2,3,0,18,3,21,3,3,7,7,1,0,0,3
E100537,52,1,1,1,1,3,1.0,1,4,3,65,2,5,3,0,0,14,1,10,3,3,5,3,1,9,0,3
E100538,27,0,3,2,1,3,1.0,9,3,4,99,3,1,2,1,0,16,4,7,2,2,7,7,0,3,0,3
E100539,35,1,1,1,1,3,1.0,23,2,2,50,2,2,3,3,1,13,1,8,1,3,1,0,0,1,1,3
E100540,43,1,3,0,1,18,0.0,7,3,4,37,4,1,4,4,0,14,4,7,3,4,5,4,2,2,0,3
E100542,45,1,3,1,1,18,0.0,2,2,1,65,2,4,4,9,0,23,4,22,1,3,20,8,1,8,0,3
E100545,37,1,1,1,1,3,1.0,21,3,2,65,4,1,1,1,1,12,1,8,3,2,8,7,1,7,0,3
E100547,35,0,3,2,1,3,2.0,2,3,2,37,3,2,2,5,0,11,4,10,3,3,6,2,1,2,0,3
E100548,42,0,3,0,1,3,0.0,21,2,3,36,3,2,3,2,0,16,2,11,3,3,5,3,0,2,0,3
E100549,38,1,1,1,1,18,1.0,2,4,4,88,3,2,3,9,0,14,2,14,3,3,1,0,0,0,0,3
E100551,38,1,5,1,1,18,1.0,29,3,4,54,3,2,4,3,0,18,1,9,3,1,7,7,1,7,0,3
E100552,27,1,5,1,1,3,2.0,1,1,3,60,2,2,1,5,0,19,3,6,1,3,2,2,2,0,0,3
E100553,49,1,1,0,1,18,0.0,18,4,4,92,3,2,4,1,1,15,1,7,3,3,7,7,1,7,0,3
E100555,34,1,3,0,1,3,2.0,10,4,4,43,3,1,3,1,1,17,4,5,4,4,5,3,2,0,0,3
E100559,40,1,3,1,1,3,1.0,19,2,3,99,3,2,4,8,1,15,3,15,2,4,7,2,3,7,0,3
E100560,38,1,3,1,1,18,1.0,29,1,2,70,3,2,1,7,1,19,2,17,2,3,1,0,0,0,1,3
E100561,29,0,2,1,5,13,1.0,27,3,2,35,3,3,4,1,0,22,4,10,3,2,10,4,1,9,1,2
E100562,22,1,1,0,1,18,1.0,5,3,4,60,4,1,2,1,1,16,1,4,2,2,4,2,2,2,0,3
E100564,36,0,3,2,1,3,2.0,18,1,2,73,3,1,4,1,0,13,1,8,2,3,8,1,1,7,0,3
E100565,40,1,1,1,1,18,0.0,9,5,4,63,2,2,4,9,0,14,4,5,3,1,3,2,0,2,0,3
E100569,32,1,3,1,5,13,1.0,4,4,4,32,1,3,4,1,0,11,3,14,2,2,14,8,1,8,1,3
E100571,27,0,1,2,5,13,2.0,20,3,4,90,3,2,3,1,0,14,4,7,2,3,7,7,0,7,0,3
E100574,51,1,1,1,0,1,1.0,8,4,2,81,2,3,2,5,0,16,4,16,3,1,10,9,4,7,0,3
E100576,41,0,1,2,5,8,1.0,6,3,4,75,3,3,4,3,1,18,3,16,3,3,1,0,0,0,0,3
E100577,30,0,2,2,5,13,2.0,26,4,3,52,2,2,1,5,0,15,3,9,3,2,6,3,0,1,1,3
E100578,29,1,5,2,1,3,1.0,1,3,3,85,3,1,3,0,0,14,4,7,1,2,6,2,1,5,1,3
E100580,45,0,3,2,5,13,0.0,6,3,4,57,2,3,4,6,0,12,4,23,2,3,19,7,1,8,0,3
E100581,54,0,2,1,5,13,1.0,3,3,4,52,3,2,1,2,0,14,4,16,4,3,6,2,0,5,0,3
E100582,36,1,1,2,1,18,1.0,5,2,4,62,3,2,2,8,0,16,4,16,3,4,13,11,3,7,0,3
E100584,37,1,4,0,1,3,2.0,11,3,2,47,3,3,4,1,1,14,3,10,1,3,10,8,0,7,0,3
E100586,31,1,3,1,1,3,0.0,1,4,3,90,1,2,3,0,0,12,4,6,2,3,5,4,1,4,0,3
E100589,37,1,2,0,5,14,2.0,4,4,1,41,3,1,4,4,0,17,3,13,2,3,9,8,5,8,0,2
E100590,29,0,3,1,5,13,2.0,1,1,2,42,3,3,4,1,0,14,4,11,3,3,11,10,4,1,0,2
E100592,35,0,2,2,5,13,2.0,1,3,3,92,3,3,3,1,0,14,1,10,3,4,10,7,0,8,0,4
E100593,29,1,3,2,1,3,1.0,18,1,3,86,2,1,4,1,1,13,3,4,3,2,4,3,0,1,1,3
E100594,52,0,1,2,1,18,1.0,2,3,3,89,2,1,4,7,0,15,2,6,3,2,2,2,2,2,0,3
E100597,42,1,5,1,1,3,1.0,4,2,3,58,3,5,4,1,0,11,4,22,3,3,5,3,1,3,0,3
E100599,59,1,3,1,3,6,1.0,6,2,2,52,3,1,3,8,0,17,4,7,2,2,2,2,2,2,0,2
E100601,50,0,3,0,5,8,1.0,1,4,4,68,3,5,4,3,0,11,3,10,3,2,7,0,0,6,0,3
E100603,33,1,3,1,1,3,1.0,14,3,3,58,3,1,4,5,1,13,3,8,2,1,5,4,0,4,1,3
E100605,43,0,2,1,5,8,1.0,16,3,4,80,3,4,4,5,1,22,3,22,3,3,17,13,1,9,0,4
E100606,33,0,1,1,1,3,1.0,2,2,1,39,3,1,1,7,0,20,1,13,3,4,9,7,1,7,1,3
E100607,52,1,1,2,5,8,0.0,2,4,1,79,2,5,3,1,1,18,4,10,2,4,5,7,1,12,0,2
E100609,32,1,1,2,1,3,1.0,1,3,4,62,2,1,3,0,1,14,4,4,2,1,3,2,1,2,1,3
E100610,39,0,3,0,0,1,1.0,1,4,3,96,3,1,3,7,0,14,3,7,1,3,3,2,1,2,0,3
E100611,32,1,2,1,5,13,0.0,26,4,3,100,3,2,4,0,0,18,1,4,2,3,3,2,2,2,0,3
E100612,41,1,1,0,0,1,1.0,19,2,3,36,3,2,1,2,0,16,1,17,2,2,1,0,0,0,0,3
E100615,31,1,3,0,1,18,2.0,3,4,2,73,3,3,3,9,0,12,1,9,3,3,2,2,2,2,0,2
E100616,33,0,1,1,1,3,1.0,5,4,3,63,2,1,4,1,0,13,3,2,2,2,2,2,0,2,0,3
E100617,34,1,1,1,1,3,1.0,2,4,4,84,2,2,1,6,0,13,2,13,3,3,11,9,5,9,0,3
E100618,37,0,3,1,1,18,1.0,1,2,3,83,2,1,1,2,0,14,1,17,2,2,3,1,0,2,0,3
E100619,45,1,1,1,1,18,2.0,7,4,1,77,4,2,3,4,0,17,4,9,1,3,3,2,0,2,0,4
E100620,37,1,3,0,1,3,2.0,10,3,1,61,3,3,3,6,0,11,2,17,3,3,1,0,0,0,1,3
E100621,39,0,5,2,1,3,2.0,2,4,3,64,3,3,3,0,0,25,4,20,1,3,19,6,1,8,0,4
E100625,42,0,1,2,1,3,1.0,17,2,4,82,4,2,1,3,1,13,3,10,1,3,3,2,0,2,0,3
E100627,29,1,2,0,5,13,1.0,20,2,4,45,3,2,4,2,0,14,4,10,2,3,3,2,0,2,0,3
E100628,25,0,1,1,1,3,1.0,1,3,1,62,3,2,3,0,0,12,4,5,3,3,4,2,1,2,0,3
E100629,42,0,3,0,1,3,1.0,2,3,4,56,2,1,1,0,1,11,3,10,4,3,9,6,7,8,0,3
E100630,40,1,3,0,0,1,1.0,2,2,1,49,3,5,3,0,0,19,4,22,3,3,5,7,3,9,0,2
E100631,51,1,1,1,1,3,1.0,1,3,3,96,3,1,4,1,0,11,2,1,3,2,1,0,0,0,0,3
E100637,32,1,1,1,1,18,2.0,7,3,2,100,4,1,2,1,0,20,3,5,3,1,5,1,0,3,0,3
E100639,38,1,1,1,5,13,0.0,2,2,4,39,2,2,4,3,0,18,4,13,3,3,8,7,7,5,0,3
E100640,32,1,5,2,1,3,1.0,2,1,4,84,2,2,1,4,0,13,4,9,3,3,6,2,0,4,0,3
E100641,46,0,5,1,5,8,1.0,2,3,3,75,1,4,2,3,1,12,2,28,2,2,7,7,7,7,0,3
E100642,28,1,1,2,1,3,1.0,2,4,1,79,3,1,3,2,0,11,3,5,3,1,0,0,0,0,1,3
E100644,29,1,3,1,5,13,1.0,2,3,1,78,2,2,2,2,0,19,2,10,2,3,0,0,0,0,0,3
E100645,31,1,3,1,0,1,1.0,23,3,2,64,2,2,4,0,0,21,2,10,2,3,9,0,7,8,0,4
E100647,25,1,1,0,1,3,0.0,5,2,2,85,4,2,1,1,0,12,4,6,2,3,6,3,1,5,0,3
E100650,45,1,3,1,1,18,1.0,20,2,3,79,3,4,4,0,1,14,2,21,2,3,20,7,4,10,0,3
E100652,55,1,3,2,1,3,1.0,1,3,4,81,3,5,1,0,1,14,3,10,2,3,5,10,4,13,0,3
E100655,28,1,3,1,1,18,1.0,9,3,4,94,3,1,4,1,0,23,4,5,3,2,5,2,0,4,0,4
E100656,37,1,3,1,5,13,1.0,6,4,3,98,3,2,4,4,0,14,2,7,3,4,5,4,0,1,0,4
E100657,21,1,3,2,1,3,1.0,3,2,4,100,2,1,3,1,0,17,1,3,4,4,3,2,1,0,0,4
E100658,37,0,3,0,1,3,0.0,1,4,1,80,3,3,4,2,1,18,1,15,2,3,5,2,0,2,0,3
E100659,35,0,1,0,1,18,1.0,22,3,2,71,4,3,2,7,0,18,2,10,3,2,7,7,6,2,0,3
E100660,38,0,3,0,5,13,1.0,7,2,1,44,4,2,1,1,1,24,3,8,3,3,8,0,7,7,0,4
E100662,26,0,1,0,0,1,2.0,1,3,3,84,3,2,2,1,0,20,1,6,3,1,6,5,1,4,0,3
E100663,50,1,1,0,1,3,1.0,4,1,1,96,3,5,2,3,0,14,1,28,4,2,10,4,1,6,0,2
E100664,53,1,3,1,1,18,1.0,3,4,3,45,3,4,3,3,1,16,4,21,3,2,5,3,1,3,0,3
E100665,42,1,1,1,5,13,1.0,1,1,2,99,3,2,3,1,0,25,3,20,3,3,20,3,1,6,0,2
E100668,26,1,3,1,1,3,2.0,11,2,1,60,3,2,1,1,1,13,3,5,3,3,5,3,3,3,0,3
E100669,37,0,1,2,1,18,1.0,1,3,4,42,3,1,4,1,0,12,2,17,3,3,17,12,5,7,0,3
E100670,44,1,1,0,1,3,2.0,24,3,4,43,3,1,3,3,1,22,4,19,3,1,1,0,0,0,1,3
E100671,38,1,1,0,1,3,1.0,23,4,4,82,3,2,4,9,0,14,2,10,2,3,2,2,1,2,0,3
E100672,26,1,3,0,0,1,1.0,16,4,1,45,3,1,2,2,1,13,4,5,2,3,3,2,0,2,1,3
E100673,28,0,1,2,1,18,1.0,8,2,4,66,3,1,4,1,0,21,4,5,3,3,5,3,0,2,0,4
E100674,49,0,1,2,1,3,2.0,10,4,3,35,3,5,1,9,1,11,4,22,4,3,3,2,1,2,0,3
E100677,31,0,2,0,5,14,2.0,5,3,4,84,3,1,2,1,0,11,3,2,3,2,2,2,2,2,0,3
E100679,26,1,2,2,5,13,1.0,4,4,4,48,2,2,4,1,1,12,2,8,3,3,8,7,7,4,1,3
E100681,37,1,3,1,1,3,2.0,9,3,2,53,3,1,4,1,1,12,3,4,3,2,4,2,1,2,0,2
E100682,42,0,2,1,5,13,2.0,26,3,3,77,3,4,2,5,0,14,4,23,2,4,20,4,4,8,0,3
E100683,18,1,1,2,1,3,1.0,3,3,3,54,3,1,3,1,0,13,3,0,2,3,0,0,0,0,1,3
E100684,35,1,2,1,5,13,1.0,16,3,3,96,3,3,2,0,0,15,3,12,3,2,11,9,6,9,0,3
E100685,36,1,1,1,1,3,2.0,18,4,3,81,4,1,4,4,0,18,4,4,2,3,1,0,0,0,0,3
E100686,51,1,3,0,1,18,1.0,2,3,4,84,1,2,2,5,0,18,4,13,3,3,4,1,1,2,0,3
E100688,41,1,1,2,5,8,1.0,2,4,4,88,3,4,2,1,0,19,2,22,2,3,5,10,0,4,0,3
E100689,18,0,3,2,5,14,1.0,10,3,4,69,2,1,3,1,0,12,1,0,2,3,0,0,0,0,0,3
E100690,28,1,3,2,0,1,1.0,16,2,2,68,4,2,1,0,0,19,3,9,2,3,8,3,0,7,0,3
E100695,39,1,3,0,1,18,1.0,1,3,3,48,4,3,4,0,0,17,1,19,3,2,18,10,3,7,0,3
E100697,36,0,1,1,1,18,0.0,24,4,2,47,3,2,2,7,0,15,3,11,3,3,9,8,0,8,0,3
E100698,32,1,1,1,5,13,1.0,7,3,4,91,2,2,3,1,0,14,3,13,3,2,13,8,4,8,0,3
E100699,38,0,1,1,1,3,1.0,25,2,1,81,2,3,2,3,0,17,3,19,2,3,10,8,0,1,0,3
E100701,31,1,5,1,1,3,1.0,5,4,3,86,3,1,4,0,1,12,3,6,4,3,5,2,0,3,0,3
E100702,31,1,0,1,3,6,1.0,2,3,1,62,2,2,1,3,0,12,4,9,1,3,2,2,1,0,0,2
E100703,45,1,1,0,1,18,2.0,7,3,1,97,3,3,1,1,0,18,1,24,2,3,5,9,1,11,0,3
E100704,31,1,1,0,1,3,1.0,2,4,3,32,3,1,4,0,1,18,2,3,2,1,2,2,2,2,0,3
E100706,33,0,1,1,1,3,2.0,5,4,4,74,3,3,2,6,0,11,2,12,2,3,10,6,1,8,0,3
E100707,39,1,3,1,1,3,1.0,10,1,3,99,3,4,1,1,1,14,4,21,3,3,5,9,1,10,0,3
E100708,43,0,1,2,1,3,2.0,10,4,3,33,3,1,4,0,0,19,1,9,3,3,8,7,1,7,0,3
E100709,49,0,5,2,1,18,1.0,1,2,3,90,2,4,3,7,1,12,4,25,2,3,7,1,0,7,0,3
E100712,27,0,1,2,1,18,1.0,5,3,3,85,3,1,2,1,1,12,2,4,2,2,4,3,1,2,0,3
E100714,32,0,5,1,5,13,1.0,8,2,3,65,2,2,2,1,1,11,4,13,2,3,13,12,1,9,0,3
E100715,27,1,1,2,5,13,1.0,2,3,4,74,3,2,3,1,1,11,1,5,3,3,5,4,0,4,0,3
E100716,31,1,2,0,5,13,1.0,7,3,4,73,3,2,4,4,0,12,4,13,3,3,7,7,1,7,0,3
E100717,32,0,3,2,1,18,1.0,2,4,1,74,4,2,4,7,0,16,3,10,3,2,7,7,0,7,0,3
E100719,30,0,3,1,1,2,1.0,28,2,4,64,3,2,4,1,0,13,4,11,2,3,10,8,1,9,0,3
E100722,39,1,3,1,1,3,2.0,7,2,3,54,2,5,4,1,0,15,1,21,2,3,5,9,1,3,0,3
E100723,39,0,3,1,5,13,1.0,3,2,4,41,3,2,3,4,1,18,1,12,3,2,1,0,0,0,1,3
E100724,33,1,2,2,5,13,2.0,10,3,2,46,2,2,4,3,0,14,3,9,3,2,7,7,0,1,0,4
E100725,47,1,1,1,0,1,1.0,5,5,4,42,3,5,3,4,0,11,2,21,2,3,3,2,1,1,0,3
E100727,27,1,2,1,5,13,0.0,1,1,3,73,3,2,2,0,1,13,4,6,3,3,5,4,1,4,0,3
E100729,43,0,1,1,1,2,1.0,7,3,3,43,3,3,1,8,0,16,1,10,1,2,1,0,0,0,0,3
E100730,45,1,4,1,1,3,1.0,8,4,4,75,3,2,4,9,0,14,1,12,3,3,10,9,1,8,0,3
E100731,40,1,3,1,5,13,1.0,1,2,2,57,1,2,4,2,1,22,3,6,2,2,4,3,0,2,0,3
E100732,29,1,4,1,1,3,1.0,8,4,2,77,1,1,1,1,1,11,4,7,4,2,7,7,0,7,1,3
E100734,30,0,2,0,5,13,1.0,5,3,4,30,2,2,3,1,0,13,3,10,2,3,10,9,1,2,0,3
E100736,27,0,2,1,5,13,1.0,8,4,2,56,3,2,2,1,0,18,1,8,3,3,8,7,0,7,0,3
E100738,37,1,3,0,1,2,1.0,5,2,4,61,3,2,4,7,0,16,3,8,2,2,6,2,0,4,0,3
E100739,38,1,1,0,1,3,1.0,15,2,3,92,2,3,4,0,1,14,2,12,3,3,11,10,2,9,0,3
E100740,31,0,3,2,1,2,1.0,7,4,3,39,3,3,4,1,1,14,3,11,2,2,11,9,4,10,0,3
E100741,29,0,2,0,5,13,1.0,10,1,4,39,2,2,2,1,1,14,1,7,2,3,7,7,1,7,0,3
E100742,35,1,5,2,1,2,1.0,5,4,3,62,3,3,2,0,0,13,4,17,3,3,16,6,0,13,0,3
E100744,41,1,3,2,1,3,1.0,6,3,4,95,2,2,2,6,1,15,4,8,3,3,5,4,1,2,0,3
E100745,47,1,3,2,5,14,2.0,4,1,2,99,3,2,3,3,0,19,1,5,3,3,0,0,0,0,0,3
E100746,42,0,1,2,1,3,1.0,23,5,1,44,3,4,4,2,0,14,2,16,2,3,1,0,0,0,0,3
E100747,29,1,1,1,5,13,0.0,2,3,4,61,3,2,3,1,0,14,1,4,3,2,4,3,0,2,0,3
E100748,42,1,5,0,3,6,1.0,2,1,3,52,3,1,3,0,1,11,3,4,3,3,3,2,1,0,0,3
E100752,37,1,3,0,1,2,1.0,6,3,3,51,4,2,1,4,1,13,1,13,2,3,7,7,6,7,0,3
E100754,26,1,1,1,5,13,1.0,1,3,3,57,3,2,3,1,0,17,2,8,3,3,8,7,7,7,0,3
E100756,21,0,5,2,5,14,2.0,1,1,1,99,2,1,2,1,1,11,3,3,3,3,3,2,1,2,1,2
E100757,36,0,3,2,5,13,0.0,1,5,4,45,3,2,4,4,0,15,2,7,3,3,1,0,0,0,0,3
E100759,36,1,3,1,5,13,2.0,3,4,1,48,2,3,4,4,0,11,1,16,2,3,13,9,1,12,0,2
E100760,57,1,3,1,1,3,1.0,1,4,4,88,3,2,3,2,0,11,3,15,2,3,3,2,1,2,0,3
E100761,40,0,1,1,1,2,1.0,10,4,4,46,4,1,3,3,1,13,3,10,3,3,7,7,1,7,0,3
E100762,21,1,3,2,5,14,0.0,9,2,1,39,3,1,4,1,0,24,3,3,3,2,3,2,2,2,0,2
E100766,41,1,2,2,5,13,2.0,4,3,1,56,3,2,2,1,0,18,3,8,3,3,8,7,7,7,1,2
E100770,40,1,2,1,5,13,1.0,22,2,3,68,2,2,3,2,1,12,1,8,3,3,6,4,1,0,1,3
E100771,31,1,1,2,1,3,1.0,9,4,3,42,2,1,2,0,1,16,4,3,3,3,2,2,2,2,0,3
E100772,21,0,1,2,5,14,1.0,12,3,3,90,4,1,2,1,0,15,4,1,3,3,1,0,0,0,1,3
E100773,29,1,1,2,1,2,1.0,23,3,4,54,3,1,4,9,0,16,4,6,4,3,3,2,1,2,0,3
E100774,35,1,1,2,1,3,1.0,9,4,3,97,2,2,2,9,0,19,3,10,3,3,1,1,0,0,0,3
E100775,27,1,3,0,0,1,1.0,1,2,4,82,3,1,2,1,0,11,2,5,2,3,5,2,0,4,0,3
E100776,28,1,1,2,5,13,1.0,9,4,2,92,3,2,4,1,0,16,4,7,1,3,7,5,0,7,0,3
E100777,49,1,4,2,1,2,1.0,7,3,2,31,2,3,3,8,0,24,3,26,2,3,5,2,0,0,0,3
E100778,51,0,1,1,5,13,1.0,14,2,3,87,3,2,4,4,0,11,3,18,2,2,7,7,0,7,0,3
E100779,36,0,1,1,1,3,1.0,2,3,4,96,3,1,3,4,0,13,2,6,3,3,2,2,2,2,0,3
E100780,34,1,2,2,5,13,0.0,19,3,1,67,4,2,4,8,1,13,2,9,3,2,5,2,0,4,1,3
E100783,55,0,1,2,1,2,1.0,2,3,3,97,3,4,4,2,1,13,3,10,2,3,5,4,1,2,0,3
E100786,30,1,5,1,5,14,1.0,2,1,3,72,3,1,2,1,0,18,1,1,3,3,1,0,0,0,0,3
E100788,26,1,5,2,1,3,2.0,3,1,3,73,3,1,1,0,0,22,3,7,2,3,6,4,0,4,1,4
E100789,22,0,3,1,1,3,1.0,11,3,1,43,3,1,2,1,0,13,4,2,1,3,2,1,1,2,0,3
E100791,36,1,3,1,5,13,1.0,2,2,2,61,2,3,3,1,0,13,2,10,2,3,10,9,1,0,0,2
E100792,30,1,5,2,1,3,2.0,4,3,3,40,3,1,4,9,1,23,3,3,4,3,1,0,0,0,1,4
E100793,37,0,1,0,1,2,1.0,14,3,4,95,3,1,1,1,0,12,3,18,2,2,18,7,1,3,0,3
E100794,40,0,2,0,5,13,1.0,2,2,4,46,3,2,2,7,0,12,3,8,3,3,5,4,1,3,0,3
E100796,37,1,1,2,1,2,1.0,10,4,3,49,3,2,2,2,1,12,4,18,2,2,1,0,0,1,0,3
E100798,43,1,1,0,1,3,1.0,12,3,1,59,2,4,2,1,0,11,3,25,3,3,5,10,3,9,0,2
E100799,40,0,3,1,1,3,1.0,2,3,2,78,2,2,3,6,0,22,2,20,3,3,1,0,0,0,0,4
E100800,54,1,3,1,1,3,1.0,5,2,1,86,3,5,1,4,0,11,3,24,4,2,4,2,1,2,0,3
E100802,31,0,3,1,1,3,1.0,7,2,2,31,3,2,1,1,0,12,2,13,3,1,13,10,3,12,0,3
E100803,43,1,3,1,1,3,2.0,21,3,4,61,3,1,4,7,0,20,1,8,1,3,3,2,1,2,0,4
E100805,25,0,1,2,5,13,1.0,4,2,2,99,2,2,4,1,1,11,2,5,3,3,5,4,1,3,0,2
E100807,37,0,3,1,1,15,0.0,25,5,2,72,3,2,3,3,1,15,1,15,2,3,13,11,1,7,0,3
E100808,31,1,1,1,1,3,1.0,1,2,4,98,2,1,1,1,0,12,3,4,3,3,4,2,3,2,0,3
E100809,39,1,1,0,1,15,2.0,1,1,2,52,3,5,3,1,1,14,3,21,3,3,5,8,1,6,0,2
E100811,30,0,5,2,5,13,1.0,12,3,2,83,3,2,3,0,0,11,2,6,3,3,5,4,4,4,0,2
E100812,41,1,2,1,5,13,1.0,1,3,2,49,4,3,1,1,0,16,3,10,2,3,10,7,0,7,0,3
E100814,28,1,3,0,1,15,1.0,17,2,3,79,3,2,1,1,0,12,4,10,2,3,10,0,1,8,0,3
E100816,25,1,3,1,1,3,1.0,3,3,1,91,3,1,1,5,0,13,3,6,3,3,2,2,0,2,1,3
E100821,52,1,3,1,1,3,1.0,3,3,4,39,2,3,3,2,1,14,3,28,4,3,5,4,0,4,0,3
E100822,45,1,1,1,1,3,1.0,10,2,1,69,3,1,4,3,0,21,4,8,3,2,2,2,0,2,0,3
E100824,52,0,1,1,0,1,1.0,4,2,4,30,3,4,4,2,0,13,4,10,2,1,5,2,1,4,0,3
E100825,42,0,1,0,1,3,2.0,29,2,1,92,3,2,3,2,0,11,2,19,3,3,5,4,0,2,0,3
E100826,30,0,1,2,1,3,1.0,2,3,3,43,1,2,4,2,0,20,3,11,2,3,5,4,0,2,0,4
E100827,60,0,1,1,1,3,1.0,7,3,1,41,3,5,1,5,0,11,4,10,3,1,5,8,1,10,0,3
E100828,46,0,3,0,0,1,1.0,18,3,3,87,3,2,3,2,0,14,3,19,3,2,10,7,0,8,0,3
E100832,24,0,5,2,5,14,1.0,1,1,1,62,3,1,2,1,1,16,2,6,4,3,5,3,1,4,1,3
E100833,34,0,2,0,5,14,2.0,6,2,4,33,1,1,3,0,0,16,4,3,3,2,2,2,1,0,1,3
E100834,38,1,1,1,0,1,2.0,2,2,4,42,3,1,4,1,1,23,3,1,3,3,1,0,0,0,0,4
E100836,40,0,1,1,5,8,1.0,2,4,3,79,3,5,3,0,0,14,4,21,2,3,20,3,1,12,0,3
E100838,26,0,1,0,1,15,1.0,23,3,1,90,3,1,4,1,0,22,2,3,3,1,3,2,0,2,0,3
E100840,30,1,1,1,1,15,0.0,3,3,3,53,3,1,4,4,0,15,3,9,3,1,5,3,1,4,0,3
E100842,29,1,3,1,1,3,1.0,3,4,2,93,2,3,3,1,0,18,3,10,2,3,10,2,0,7,0,3
E100843,29,0,5,1,1,3,1.0,25,5,3,71,2,1,2,5,0,16,2,6,2,4,2,2,1,1,1,3
E100844,19,1,5,2,3,6,1.0,2,2,1,52,2,1,4,1,0,12,3,1,3,4,1,0,0,0,1,3
E100845,30,0,4,1,5,13,0.0,22,4,3,69,3,3,1,0,0,11,3,10,3,3,9,8,7,8,0,3
E100846,57,1,2,0,5,8,1.0,29,3,1,56,2,4,4,3,0,12,3,10,3,2,1,0,0,0,0,3
E100847,50,1,1,1,1,15,1.0,29,4,2,88,2,4,3,0,0,15,2,28,2,3,5,10,1,7,0,3
E100852,47,0,3,0,1,3,1.0,2,2,1,65,3,2,4,5,0,13,3,20,2,3,5,0,0,4,0,3
E100853,46,1,1,1,1,15,1.0,2,3,1,51,3,4,3,6,0,13,3,26,2,1,3,2,0,1,0,3
E100855,35,1,1,2,1,3,1.0,22,3,4,46,1,1,3,0,0,15,3,6,2,3,5,4,4,3,0,3
E100856,54,0,1,2,1,3,1.0,8,4,3,42,3,2,3,7,0,11,3,19,3,3,1,0,0,0,0,3
